Dates,AreaName,RoadIntersectionName,TrafficVolume,AverageSpeed,TravelTimeIndex,CongestionLevel,RoadCapacityUtilization,IncidentReports,EnvironmentalImpact,PublicTransportUsage,TrafficSignalCompliance,ParkingUsage,PedestrianCyclistCount,WeatherConditions,RoadworkConstructionActivity,DayOfWeek,CongestionCategory,PeakHour,CongestionScore,AccidentRisk,WeatherGroup,UtilizationStatus
2023-10-27,M.G. Road,Anil Kumble Circle,24455,51.99,1.25,89.13,100,0,98.91,54.19,88.67,73.83,98,Clear,Yes,Friday,High,0,470.378919022889,0,Clear,Over Utilized
2023-10-27,Jayanagar,South End Circle,29084,63.72,1.5,91.87,100,2,108.17,63.9,89.78,98.41,101,Clear,No,Friday,High,0,456.4344005021971,185.74,Clear,Over Utilized
2023-10-27,Hebbal,Hebbal Flyover,19899,52.95,1.36,57.43,97.98,0,89.8,12.64,85.9,57.1,119,Clear,No,Friday,High,0,375.8073654390935,0,Clear,Over Utilized
2023-10-27,Hebbal,Ballari Road,26846,60.73,1.5,98.63,100,2,103.69,22.94,83.1,54,99,Overcast,No,Friday,High,0,442.0549975300511,199.26,Other,Over Utilized
2023-10-27,Yeshwanthpur,Tumkur Road,15343,45.56,1.24,41.53,81.35,2,80.69,72.74,70.36,90.08,103,Clear,No,Friday,High,0,336.7647058823529,85.06,Clear,Over Utilized
2023-10-28,Indiranagar,100 Feet Road,54706,29.72,1.5,100,100,4,159.41,71.26,84.02,85.36,108,Clear,No,Saturday,High,0,1840.7133243607,404,Clear,Over Utilized
2023-10-28,Indiranagar,CMH Road,26461,23.09,1.5,96.82,100,2,102.92,31.49,93.54,88.73,80,Rain,Yes,Saturday,High,0,1145.993936769164,195.64,Rainy,Over Utilized
2023-10-28,Koramangala,Sony World Junction,29469,26.94,1.5,95.62,100,4,108.94,34.79,85.86,51.67,100,Clear,No,Saturday,High,0,1093.8752783964364,386.48,Clear,Over Utilized
2023-10-28,M.G. Road,Trinity Circle,40798,31.73,1.5,100,100,1,131.6,24.08,69.5,58.09,98,Clear,No,Saturday,High,0,1285.7863220926567,101,Clear,Over Utilized
2023-10-28,M.G. Road,Anil Kumble Circle,37815,36.67,1.5,100,100,3,125.63,53.88,93.14,71.43,95,Fog,No,Saturday,High,0,1031.2244341423507,303,Foggy,Over Utilized
2023-10-28,Jayanagar,Jayanagar 4th Block,26532,26.02,1.5,83.98,100,5,103.06,28.66,71.65,94.18,91,Overcast,No,Saturday,High,0,1019.6771714066103,424.90000000000003,Other,Over Utilized
2023-10-28,Jayanagar,South End Circle,34405,29.39,1.5,100,100,0,118.81,25.57,79.07,53.74,96,Fog,No,Saturday,High,0,1170.636270840422,0,Foggy,Over Utilized
2023-10-28,Hebbal,Hebbal Flyover,21314,23.25,1.16,67.39,100,1,92.63,18.41,65.89,80.34,102,Clear,No,Saturday,High,0,916.7311827956989,68.39,Clear,Over Utilized
2023-10-28,Hebbal,Ballari Road,29964,28.77,1.5,100,100,0,109.93,71.93,67.41,85.6,82,Clear,No,Saturday,High,0,1041.5015641293014,0,Clear,Over Utilized
2023-10-29,Indiranagar,100 Feet Road,26579,35.8,1.5,92.29,100,2,103.16,19.51,90.28,99.75,111,Clear,No,Sunday,High,0,742.4301675977654,186.58,Clear,Over Utilized
2023-10-29,Indiranagar,CMH Road,36721,57.73,1.5,100,100,1,123.44,13.92,67.87,90.68,89,Overcast,No,Sunday,High,0,636.0817599168544,101,Other,Over Utilized
2023-10-29,Whitefield,Marathahalli Bridge,28454,45.56,1.5,98.55,100,2,106.91,63.64,62.16,58.26,97,Clear,No,Sunday,High,0,624.5390693590869,199.1,Clear,Over Utilized
2023-10-29,Koramangala,Sony World Junction,44098,38.4,1.5,100,100,2,138.2,32.54,74.5,98.79,95,Clear,No,Sunday,High,0,1148.3854166666667,202,Clear,Over Utilized
2023-10-29,Electronic City,Hosur Road,15793,40.01,1.16,45.6,75.77,0,81.59,68.42,80.37,79.39,90,Overcast,No,Sunday,High,0,394.72631842039493,0,Other,Over Utilized
2023-10-29,Electronic City,Silk Board Junction,19690,54.66,1.17,68.7,100,1,89.38,47.78,78.76,84.39,112,Clear,No,Sunday,High,0,360.2268569337724,69.7,Clear,Over Utilized
2023-10-29,M.G. Road,Trinity Circle,49382,40.84,1.5,100,100,5,148.76,54.22,60.53,52.83,74,Clear,No,Sunday,High,0,1209.1576885406464,505,Clear,Over Utilized
2023-10-29,M.G. Road,Anil Kumble Circle,33630,35.59,1.5,100,100,1,117.26,12.43,78.73,73.87,105,Clear,No,Sunday,High,0,944.9283506602977,101,Clear,Over Utilized
2023-10-29,Jayanagar,Jayanagar 4th Block,17632,51.25,1.04,65.32,89.29,0,85.26,19.28,90.3,60.18,75,Fog,No,Sunday,High,0,344.0390243902439,0,Foggy,Over Utilized
2023-10-29,Jayanagar,South End Circle,17656,32.73,1.09,68.54,90.95,0,85.31,60.49,66.68,87.18,95,Overcast,No,Sunday,High,0,539.4439352276199,0,Other,Over Utilized
2023-10-30,Indiranagar,100 Feet Road,36442,47.31,1.5,100,100,4,122.88,31.71,89.35,90.22,96,Fog,No,Monday,High,0,770.281124497992,404,Foggy,Over Utilized
2023-10-30,Indiranagar,CMH Road,51906,24.27,1.5,100,100,3,153.81,65.23,95.45,65.48,87,Clear,No,Monday,High,0,2138.689740420272,303,Clear,Over Utilized
2023-10-30,Whitefield,Marathahalli Bridge,26660,24.7,1.5,84.36,100,4,103.32,65.13,89.22,64.57,98,Clear,No,Monday,High,0,1079.3522267206479,341.44,Clear,Over Utilized
2023-10-30,Whitefield,ITPL Main Road,24174,64.45,1.32,85.55,100,2,98.35,38.48,87.01,74.01,119,Clear,No,Monday,High,0,375.0814584949573,173.1,Clear,Over Utilized
2023-10-30,M.G. Road,Trinity Circle,28401,40.92,1.5,86.11,100,3,106.8,72.16,67.61,87.44,83,Clear,No,Monday,High,0,694.0615835777126,261.33,Clear,Over Utilized
2023-10-30,Jayanagar,South End Circle,22085,43.35,1.25,74.21,100,0,94.17,18.47,79.99,67.94,98,Fog,No,Monday,High,0,509.45790080738175,0,Foggy,Over Utilized
2023-10-30,Hebbal,Ballari Road,22437,50.16,1.29,76.25,100,4,94.87,75.4,85.92,73.89,102,Clear,No,Monday,High,0,447.30861244019144,309,Clear,Over Utilized
2023-10-31,Indiranagar,100 Feet Road,24316,34.26,1.13,82.6,100,2,98.63,13.87,70.92,75.31,103,Clear,Yes,Tuesday,High,0,709.7489784004671,167.2,Clear,Over Utilized
2023-10-31,Indiranagar,CMH Road,21296,68.49,1.19,74.3,100,1,92.59,67.66,82.48,98.83,109,Fog,No,Tuesday,High,0,310.9359030515404,75.3,Foggy,Over Utilized
2023-10-31,Koramangala,Sony World Junction,17680,44.63,1.14,61.53,84.91,1,85.36,60.82,94.12,61.94,101,Clear,Yes,Tuesday,High,0,396.14609007394125,62.53,Clear,Over Utilized
2023-10-31,Electronic City,Hosur Road,18334,42.7,1.2,55.28,92.7,0,86.67,20.61,89.59,69.09,99,Clear,No,Tuesday,High,0,429.36768149882903,0,Clear,Over Utilized
2023-10-31,M.G. Road,Trinity Circle,57027,27.27,1.5,100,100,3,164.05,66.09,71.58,79.76,101,Fog,No,Tuesday,High,0,2091.199119911991,303,Foggy,Over Utilized
2023-10-31,M.G. Road,Anil Kumble Circle,26481,30.13,1.5,87.79,100,4,102.96,73.15,82.33,77,87,Clear,No,Tuesday,High,0,878.8914702953867,355.16,Clear,Over Utilized
2023-10-31,Jayanagar,Jayanagar 4th Block,36105,29.8,1.5,100,100,1,122.21,60.34,89.17,76.86,96,Overcast,No,Tuesday,High,0,1211.5771812080536,101,Other,Over Utilized
2023-10-31,Jayanagar,South End Circle,9224,61.64,1.26,39.62,50.55,1,68.45,66.09,93.89,50.04,196,Overcast,No,Tuesday,High,0,149.64308890330955,40.62,Other,Over Utilized
2023-11-01,Indiranagar,100 Feet Road,54628,44.96,1.5,100,100,3,159.26,39.01,81.3,52.69,87,Overcast,No,Wednesday,High,0,1215.035587188612,303,Other,Over Utilized
2023-11-01,Indiranagar,CMH Road,32355,33.44,1.5,100,100,5,114.71,26.1,65.41,78.8,108,Clear,No,Wednesday,High,0,967.5538277511962,505,Clear,Over Utilized
2023-11-01,Koramangala,Sony World Junction,32790,29.88,1.5,100,100,0,115.58,22.36,86.45,77.09,107,Clear,No,Wednesday,High,0,1097.3895582329317,0,Clear,Over Utilized
2023-11-01,Koramangala,Sarjapur Road,27999,27.92,1.5,83.55,100,2,106,73.98,73.25,94.72,93,Clear,No,Wednesday,High,0,1002.8295128939827,169.1,Clear,Over Utilized
2023-11-01,Jayanagar,Jayanagar 4th Block,33752,38.22,1.5,100,100,1,117.5,75.96,95.73,89.76,113,Clear,Yes,Wednesday,High,0,883.097854526426,101,Clear,Over Utilized
2023-11-01,Hebbal,Hebbal Flyover,32912,38.64,1.5,100,100,2,115.82,21.21,84.63,95.19,100,Overcast,No,Wednesday,High,0,851.75983436853,202,Other,Over Utilized
2023-11-01,Yeshwanthpur,Yeshwanthpur Circle,11520,64.63,1.06,47.94,53.07,0,73.04,78.5,68.86,50.7,196,Overcast,No,Wednesday,High,0,178.2453968745165,0,Other,Over Utilized
2023-11-02,Indiranagar,100 Feet Road,53564,41.2,1.5,100,100,3,157.13,66.74,76.59,72.35,83,Overcast,No,Thursday,High,0,1300.0970873786407,303,Other,Over Utilized
2023-11-02,Indiranagar,CMH Road,36745,47.58,1.5,100,100,2,123.49,71.49,83.66,51.83,98,Fog,No,Thursday,High,0,772.2782681799075,202,Foggy,Over Utilized
2023-11-02,Whitefield,Marathahalli Bridge,8264,41.62,1.21,25.27,38.98,1,66.53,49.45,99.37,87.64,195,Clear,No,Thursday,High,0,198.55838539163864,26.27,Clear,Over Utilized
2023-11-02,Electronic City,Silk Board Junction,10931,42.07,1.35,42.7,57.56,0,71.86,51.98,81.09,80.63,213,Clear,No,Thursday,High,0,259.828856667459,0,Clear,Over Utilized
2023-11-02,M.G. Road,Trinity Circle,37016,31.7,1.5,100,100,1,124.03,25.32,64.41,72.32,92,Clear,No,Thursday,High,0,1167.6971608832807,101,Clear,Over Utilized
2023-11-02,Jayanagar,South End Circle,36475,33.62,1.5,100,100,5,122.95,45.59,73.83,93.25,100,Windy,No,Thursday,High,0,1084.9196906603213,505,Other,Over Utilized
2023-11-02,Hebbal,Hebbal Flyover,22270,50.13,1.3,80.29,100,1,94.54,32.99,94.15,86.39,71,Overcast,No,Thursday,High,0,444.2449630959505,81.29,Other,Over Utilized
2023-11-02,Yeshwanthpur,Yeshwanthpur Circle,27616,22.45,1.5,96.65,100,1,105.23,23.68,99.31,93.56,95,Fog,No,Thursday,High,0,1230.1113585746102,97.65,Foggy,Over Utilized
2023-11-02,Yeshwanthpur,Tumkur Road,23608,50.3,1.32,74.23,100,3,97.22,24.55,93.34,75.11,112,Fog,No,Thursday,High,0,469.3439363817098,225.69,Foggy,Over Utilized
2023-11-03,Indiranagar,CMH Road,44658,37.54,1.5,100,100,0,139.32,29.99,89.73,65.21,110,Overcast,No,Friday,High,0,1189.6110815130528,0,Other,Over Utilized
2023-11-03,Whitefield,ITPL Main Road,33168,29.68,1.5,100,100,2,116.34,38.77,97.42,86.2,116,Clear,Yes,Friday,High,0,1117.5202156334233,202,Clear,Over Utilized
2023-11-03,Koramangala,Sony World Junction,56429,20,1.5,100,100,1,162.86,11.14,77.13,99.24,94,Clear,No,Friday,High,0,2821.45,101,Clear,Over Utilized
2023-11-03,Koramangala,Sarjapur Road,15362,53.87,1.15,58.31,75.93,1,80.72,54.48,64.36,62.9,104,Clear,No,Friday,High,0,285.1679970298868,59.31,Clear,Over Utilized
2023-11-03,M.G. Road,Trinity Circle,43377,31.52,1.5,100,100,2,136.75,46.7,69.96,96.67,83,Rain,No,Friday,High,0,1376.1738578680204,202,Rainy,Over Utilized
2023-11-03,M.G. Road,Anil Kumble Circle,23848,53.27,1.16,76.09,100,2,97.7,55.18,69.56,71.39,93,Clear,Yes,Friday,High,0,447.68162192603717,154.18,Clear,Over Utilized
2023-11-03,Jayanagar,Jayanagar 4th Block,28721,55.99,1.5,88.61,100,2,107.44,65.05,69.14,63.12,97,Clear,No,Friday,High,0,512.966601178782,179.22,Clear,Over Utilized
2023-11-03,Hebbal,Ballari Road,32172,47.69,1.5,100,100,3,114.34,25.06,76.88,82.77,99,Overcast,No,Friday,High,0,674.6068358146363,303,Other,Over Utilized
2023-11-04,Indiranagar,100 Feet Road,24445,42.23,1.28,87.54,100,2,98.89,71.3,78.64,60.72,108,Clear,No,Saturday,High,0,578.8538953350699,177.08,Clear,Over Utilized
2023-11-04,Indiranagar,CMH Road,26007,40.46,1.5,84.69,100,0,102.01,70.77,77.91,94.4,106,Rain,No,Saturday,High,0,642.7829955511617,0,Rainy,Over Utilized
2023-11-04,Whitefield,Marathahalli Bridge,16370,48.17,1.37,59.84,80.71,1,82.74,75.46,68.47,68.63,96,Rain,No,Saturday,High,0,339.8380734897239,60.84,Rainy,Over Utilized
2023-11-04,Koramangala,Sarjapur Road,28827,20,1.5,95.21,100,0,107.65,63.02,82.97,84.39,90,Overcast,No,Saturday,High,0,1441.35,0,Other,Over Utilized
2023-11-04,Electronic City,Silk Board Junction,22364,49.88,1.39,80.25,100,2,94.73,53.32,91.21,76.84,99,Clear,No,Saturday,High,0,448.3560545308741,162.5,Clear,Over Utilized
2023-11-04,M.G. Road,Trinity Circle,24105,33.34,1.06,70.61,100,0,98.21,34.78,93.41,50.2,109,Clear,No,Saturday,High,0,723.0053989202158,0,Clear,Over Utilized
2023-11-04,Jayanagar,Jayanagar 4th Block,29730,31.48,1.5,91.97,100,0,109.46,23.94,78.93,58.72,103,Clear,No,Saturday,High,0,944.4091486658195,0,Clear,Over Utilized
2023-11-04,Jayanagar,South End Circle,34441,47.56,1.5,100,100,2,118.88,31.72,84.95,97.93,114,Clear,No,Saturday,High,0,724.1589571068124,202,Clear,Over Utilized
2023-11-04,Hebbal,Hebbal Flyover,18476,53.17,1.12,53.99,94.47,0,86.95,54,80.97,99.63,121,Overcast,No,Saturday,High,0,347.48918563099494,0,Other,Over Utilized
2023-11-04,Hebbal,Ballari Road,9020,54.75,1.19,23.37,40.75,1,68.04,27.85,70.37,55.21,158,Overcast,No,Saturday,High,0,164.74885844748857,24.37,Other,Over Utilized
2023-11-05,Indiranagar,100 Feet Road,36775,43.63,1.5,100,100,1,123.55,21.64,71.9,97.66,108,Clear,No,Sunday,High,0,842.8833371533348,101,Clear,Over Utilized
2023-11-05,Indiranagar,CMH Road,35018,34.47,1.5,100,100,2,120.04,52.27,77.98,51.83,104,Clear,No,Sunday,High,0,1015.8978822164202,202,Clear,Over Utilized
2023-11-05,Whitefield,Marathahalli Bridge,16894,66.27,1.15,54.97,89.13,0,83.79,23.1,81.52,98.88,107,Fog,Yes,Sunday,High,0,254.926814546552,0,Foggy,Over Utilized
2023-11-05,Whitefield,ITPL Main Road,23559,38.65,1.08,81.57,100,3,97.12,57.01,93.55,92.4,95,Clear,No,Sunday,High,0,609.5472186287193,247.70999999999998,Clear,Over Utilized
2023-11-05,Koramangala,Sony World Junction,43420,27.08,1.5,100,100,4,136.84,39.51,78.76,97.38,95,Overcast,No,Sunday,High,0,1603.3973412112261,404,Other,Over Utilized
2023-11-05,Koramangala,Sarjapur Road,44888,24.62,1.5,100,100,2,139.78,58.73,93.68,82.07,102,Rain,No,Sunday,High,0,1823.23314378554,202,Rainy,Over Utilized
2023-11-05,M.G. Road,Trinity Circle,36732,26.07,1.5,100,100,2,123.46,10.18,75.78,97.46,102,Overcast,Yes,Sunday,High,0,1408.97583429229,202,Other,Over Utilized
2023-11-05,M.G. Road,Anil Kumble Circle,35665,42.51,1.5,100,100,2,121.33,22.63,76.26,52.17,88,Overcast,Yes,Sunday,High,0,838.979063749706,202,Other,Over Utilized
2023-11-05,Jayanagar,Jayanagar 4th Block,37223,29.94,1.5,100,100,3,124.45,19.18,60.18,56.25,103,Fog,No,Sunday,High,0,1243.253173012692,303,Foggy,Over Utilized
2023-11-05,Jayanagar,South End Circle,27409,41.56,1.5,85.98,100,2,104.82,27.77,84.16,86.9,86,Clear,No,Sunday,High,0,659.5043310875842,173.96,Clear,Over Utilized
2023-11-05,Hebbal,Hebbal Flyover,9534,47.19,1.06,37.63,46.81,1,69.07,20.55,66.76,82.96,188,Overcast,No,Sunday,High,0,202.0343293070566,38.63,Other,Over Utilized
2023-11-05,Hebbal,Ballari Road,18342,56.41,1.15,62.26,91.82,0,86.68,52.65,74.18,72.9,96,Clear,No,Sunday,High,0,325.1551143414288,0,Clear,Over Utilized
2023-11-06,Indiranagar,100 Feet Road,44795,38.47,1.5,100,100,2,139.59,56.25,82.22,60.13,113,Rain,No,Monday,High,0,1164.4138289576294,202,Rainy,Over Utilized
2023-11-06,Whitefield,Marathahalli Bridge,24148,47.63,1.24,86.37,100,0,98.3,69.2,86.28,99.13,97,Rain,No,Monday,High,0,506.9913919798446,0,Rainy,Over Utilized
2023-11-06,Whitefield,ITPL Main Road,33258,48.41,1.5,100,100,1,116.52,45.21,78.46,70.94,96,Clear,No,Monday,High,0,687.006816773394,101,Clear,Over Utilized
2023-11-06,Koramangala,Sony World Junction,29930,20,1.5,100,100,1,109.86,10.85,94.67,93.83,93,Clear,Yes,Monday,High,0,1496.5,101,Clear,Over Utilized
2023-11-06,Koramangala,Sarjapur Road,46074,21.34,1.5,100,100,3,142.15,74.61,66.42,86.37,107,Clear,Yes,Monday,High,0,2159.0440487347705,303,Clear,Over Utilized
2023-11-06,Electronic City,Silk Board Junction,21532,30.74,1.3,79.36,100,0,93.06,34.65,84.4,99.32,97,Clear,No,Monday,High,0,700.455432661028,0,Clear,Over Utilized
2023-11-06,M.G. Road,Trinity Circle,39376,36.24,1.5,100,100,5,128.75,38.53,79.75,82.72,102,Windy,No,Monday,High,0,1086.5342163355408,505,Other,Over Utilized
2023-11-06,Jayanagar,Jayanagar 4th Block,27266,46.66,1.5,85.16,100,0,104.53,51.16,88.09,61.03,100,Overcast,No,Monday,High,0,584.3549078439778,0,Other,Over Utilized
2023-11-06,Yeshwanthpur,Yeshwanthpur Circle,7307,59.49,1.25,31.4,32.86,0,64.61,39.47,74.16,97.5,192,Clear,Yes,Monday,High,0,122.82736594385611,0,Clear,Over Utilized
2023-11-07,Indiranagar,100 Feet Road,21772,42.45,1.07,76.32,100,0,93.54,75.42,87.62,52.65,107,Clear,No,Tuesday,High,0,512.8857479387515,0,Clear,Over Utilized
2023-11-07,Indiranagar,CMH Road,22140,45.54,1.24,63.89,100,1,94.28,65.59,66.96,50.26,108,Clear,No,Tuesday,High,0,486.1660079051384,64.89,Clear,Over Utilized
2023-11-07,Koramangala,Sony World Junction,44392,51.67,1.5,100,100,1,138.78,44.04,91.8,88.42,111,Rain,No,Tuesday,High,0,859.1445713179795,101,Rainy,Over Utilized
2023-11-07,Koramangala,Sarjapur Road,49105,20,1.5,100,100,3,148.21,28.98,97.37,99.74,102,Overcast,No,Tuesday,High,0,2455.25,303,Other,Over Utilized
2023-11-07,M.G. Road,Trinity Circle,26760,40.3,1.5,83.9,100,2,103.52,29.55,89.59,78.94,96,Overcast,No,Tuesday,High,0,664.0198511166253,169.8,Other,Over Utilized
2023-11-07,M.G. Road,Anil Kumble Circle,34572,51.19,1.5,100,100,1,119.14,16.29,81.61,66.05,118,Fog,No,Tuesday,High,0,675.3662824770463,101,Foggy,Over Utilized
2023-11-07,Jayanagar,Jayanagar 4th Block,38226,20,1.5,100,100,0,126.45,12.09,99.83,88.25,95,Clear,No,Tuesday,High,0,1911.3,0,Clear,Over Utilized
2023-11-07,Jayanagar,South End Circle,32625,46.88,1.5,100,100,1,115.25,61.23,99.77,72.46,89,Clear,No,Tuesday,High,0,695.9257679180887,101,Clear,Over Utilized
2023-11-07,Hebbal,Ballari Road,25573,37.26,1.5,83.43,100,4,101.15,53.06,98.48,59.79,95,Clear,No,Tuesday,High,0,686.3392377885132,337.72,Clear,Over Utilized
2023-11-08,Indiranagar,100 Feet Road,25982,33.82,1.5,90.55,100,5,101.96,42.09,86.69,63.57,105,Clear,No,Wednesday,High,0,768.2436428149024,457.75,Clear,Over Utilized
2023-11-08,Indiranagar,CMH Road,25813,20,1.5,84.86,100,4,101.63,34.59,66.41,68.12,104,Clear,No,Wednesday,High,0,1290.65,343.44,Clear,Over Utilized
2023-11-08,Whitefield,ITPL Main Road,20976,60.85,1.28,78.21,100,2,91.95,62.62,90.55,77.64,109,Clear,No,Wednesday,High,0,344.7165160230074,158.42,Clear,Over Utilized
2023-11-08,Koramangala,Sarjapur Road,49975,37.79,1.5,100,100,1,149.95,41.94,67.64,78.46,99,Clear,No,Wednesday,High,0,1322.4397988885949,101,Clear,Over Utilized
2023-11-08,Electronic City,Hosur Road,12611,42.9,1.19,42.79,65.46,1,75.22,18.72,77.1,59.97,199,Clear,No,Wednesday,High,0,293.962703962704,43.79,Clear,Over Utilized
2023-11-08,Electronic City,Silk Board Junction,15021,32.86,1.32,45.1,72.57,1,80.04,56.06,68.32,80.11,115,Clear,No,Wednesday,High,0,457.1211199026172,46.1,Clear,Over Utilized
2023-11-08,M.G. Road,Trinity Circle,51213,35.45,1.5,100,100,5,152.43,37.14,96.57,54.69,103,Windy,No,Wednesday,High,0,1444.6544428772918,505,Other,Over Utilized
2023-11-08,M.G. Road,Anil Kumble Circle,56312,31.98,1.5,100,100,0,162.62,78.84,78.56,68.46,75,Clear,No,Wednesday,High,0,1760.8505315822388,0,Clear,Over Utilized
2023-11-09,Indiranagar,100 Feet Road,10976,56.17,1.17,38.74,59.39,2,71.95,65.49,67.19,90.38,199,Clear,No,Thursday,High,0,195.4068007833363,79.48,Clear,Over Utilized
2023-11-09,Indiranagar,CMH Road,25779,40.12,1.5,78.94,100,0,101.56,11.56,60.72,90.25,96,Clear,No,Thursday,High,0,642.5473579262214,0,Clear,Over Utilized
2023-11-09,Whitefield,Marathahalli Bridge,25440,20,1.5,80.03,100,3,100.88,11.85,99.53,58.68,120,Fog,No,Thursday,High,0,1272,243.09,Foggy,Over Utilized
2023-11-09,Koramangala,Sony World Junction,14535,37.74,1.39,52.95,69.13,0,79.07,43.3,95.4,85.55,208,Rain,No,Thursday,High,0,385.1351351351351,0,Rainy,Over Utilized
2023-11-09,Koramangala,Sarjapur Road,41746,42.92,1.5,100,100,1,133.49,70.98,83.77,60.76,99,Windy,No,Thursday,High,0,972.6467847157502,101,Other,Over Utilized
2023-11-09,Electronic City,Hosur Road,24503,46,1.05,78.98,100,1,99.01,13.33,93.92,92.59,121,Clear,Yes,Thursday,High,0,532.6739130434783,79.98,Clear,Over Utilized
2023-11-09,M.G. Road,Trinity Circle,23654,32.79,1.08,70.94,100,4,97.31,49.75,63.92,75.64,112,Overcast,No,Thursday,High,0,721.3784690454407,287.76,Other,Over Utilized
2023-11-09,M.G. Road,Anil Kumble Circle,37815,41.35,1.5,100,100,1,125.63,27.7,64.78,85.53,101,Rain,No,Thursday,High,0,914.5102781136638,101,Rainy,Over Utilized
2023-11-09,Jayanagar,Jayanagar 4th Block,30208,44.45,1.5,100,100,3,110.42,44.52,86.1,63.84,111,Overcast,Yes,Thursday,High,0,679.5950506186726,303,Other,Over Utilized
2023-11-09,Hebbal,Hebbal Flyover,25780,30.82,1.5,95.04,100,0,101.56,39.14,94.62,88.05,78,Clear,Yes,Thursday,High,0,836.469824789098,0,Clear,Over Utilized
2023-11-09,Yeshwanthpur,Tumkur Road,15267,47.8,1.03,42.55,72.45,0,80.53,42.48,66.57,76.79,95,Clear,Yes,Thursday,High,0,319.39330543933056,0,Clear,Over Utilized
2023-11-10,Indiranagar,100 Feet Road,38096,28.13,1.5,100,100,4,126.19,20.33,90.89,80.36,90,Overcast,No,Friday,High,0,1354.2836829008177,404,Other,Over Utilized
2023-11-10,Indiranagar,CMH Road,44404,30.05,1.5,100,100,4,138.81,35.02,68.68,62.94,122,Windy,No,Friday,High,0,1477.6705490848585,404,Other,Over Utilized
2023-11-10,Whitefield,Marathahalli Bridge,24352,44.21,1.38,79.36,100,1,98.7,48.71,66.78,78.86,96,Clear,No,Friday,High,0,550.825605066727,80.36,Clear,Over Utilized
2023-11-10,Whitefield,ITPL Main Road,18525,36.93,1.13,57.34,95.56,2,87.05,24.87,99.79,66.9,98,Clear,Yes,Friday,High,0,501.6246953696182,116.68,Clear,Over Utilized
2023-11-10,Electronic City,Hosur Road,22119,38.73,1.21,83.27,100,2,94.24,75.23,97.41,83.81,88,Clear,No,Friday,High,0,571.1076684740511,168.54,Clear,Over Utilized
2023-11-10,Electronic City,Silk Board Junction,14622,44.67,1.29,57.86,70.22,0,79.24,51.3,77.3,66.59,212,Clear,No,Friday,High,0,327.33378106111485,0,Clear,Over Utilized
2023-11-10,M.G. Road,Anil Kumble Circle,40795,20,1.5,100,100,1,131.59,12.46,93.63,73.58,98,Clear,No,Friday,High,0,2039.75,101,Clear,Over Utilized
2023-11-10,Hebbal,Hebbal Flyover,35308,46.21,1.5,100,100,2,120.62,29.36,93.07,93.49,87,Clear,No,Friday,High,0,764.0770396018178,202,Clear,Over Utilized
2023-11-10,Yeshwanthpur,Yeshwanthpur Circle,27683,48.14,1.5,88.64,100,3,105.37,39.53,87.75,57.97,109,Clear,No,Friday,High,0,575.0519318653926,268.92,Clear,Over Utilized
2023-11-11,Indiranagar,100 Feet Road,24788,52.73,1.19,89.59,100,2,99.58,71.21,65.11,95.22,91,Fog,No,Saturday,High,0,470.09292622795374,181.18,Foggy,Over Utilized
2023-11-11,Whitefield,ITPL Main Road,29286,32,1.5,100,100,2,108.57,78.16,86.06,53.27,101,Overcast,No,Saturday,High,0,915.1875,202,Other,Over Utilized
2023-11-11,Koramangala,Sarjapur Road,44317,20.05,1.5,100,100,3,138.63,68.68,65.77,83.34,90,Rain,No,Saturday,High,0,2210.3241895261845,303,Rainy,Over Utilized
2023-11-11,M.G. Road,Trinity Circle,52290,33.66,1.5,100,100,1,154.58,71.11,70.36,90.71,95,Overcast,No,Saturday,High,0,1553.4759358288773,101,Other,Over Utilized
2023-11-11,M.G. Road,Anil Kumble Circle,40368,37.15,1.5,100,100,2,130.74,63.33,61.9,66.81,114,Clear,No,Saturday,High,0,1086.6218034993271,202,Clear,Over Utilized
2023-11-11,Jayanagar,Jayanagar 4th Block,25719,30.8,1.5,87.42,100,3,101.44,79.72,84.51,70.98,110,Clear,No,Saturday,High,0,835.0324675324675,265.26,Clear,Over Utilized
2023-11-11,Jayanagar,South End Circle,29529,29.21,1.5,90.48,100,1,109.06,79.09,60.08,58.15,90,Clear,No,Saturday,High,0,1010.9209174940089,91.48,Clear,Over Utilized
2023-11-11,Hebbal,Hebbal Flyover,39680,46.7,1.5,100,100,2,129.36,10.22,75.37,78.59,78,Fog,No,Saturday,High,0,849.678800856531,202,Foggy,Over Utilized
2023-11-11,Hebbal,Ballari Road,22300,42.7,1.01,71.42,100,1,94.6,34.84,60.72,86.48,85,Overcast,No,Saturday,High,0,522.248243559719,72.42,Other,Over Utilized
2023-11-11,Yeshwanthpur,Yeshwanthpur Circle,33243,41.69,1.5,100,100,1,116.49,16.05,75.02,88.72,92,Clear,No,Saturday,High,0,797.3854641400816,101,Clear,Over Utilized
2023-11-12,Indiranagar,100 Feet Road,22745,61.37,1.33,70.05,100,2,95.49,73.23,60.71,51.32,98,Clear,No,Sunday,High,0,370.6208245070882,142.1,Clear,Over Utilized
2023-11-12,Indiranagar,CMH Road,37332,21.48,1.5,100,100,2,124.66,32.34,80.41,67.85,87,Clear,Yes,Sunday,High,0,1737.9888268156424,202,Clear,Over Utilized
