Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2023-12-21,Indiranagar,CMH Road,39897,45.24,1.50,100.00,100.00,1,129.79,10.70,62.02,69.69,102,Clear,No
2023-12-21,Whitefield,Marathahalli Bridge,20469,53.01,1.14,69.29,99.66,2,90.94,61.05,69.37,50.33,105,Overcast,No
2023-12-21,Koramangala,Sony World Junction,44649,39.28,1.50,100.00,100.00,4,139.30,24.22,68.68,70.12,105,Overcast,No
2023-12-21,M.G. Road,Trinity Circle,40309,43.47,1.50,100.00,100.00,3,130.62,31.44,86.69,90.04,125,Fog,No
2023-12-21,M.G. Road,Anil Kumble Circle,28945,41.59,1.50,91.22,100.00,0,107.89,68.15,68.84,53.27,89,Clear,Yes
2023-12-21,Jayanagar,Jayanagar 4th Block,29483,34.20,1.50,97.96,100.00,1,108.97,66.21,61.33,52.81,96,Clear,No
2023-12-21,Jayanagar,South End Circle,17386,46.51,1.19,55.62,89.34,1,84.77,60.87,76.63,59.26,98,Clear,Yes
2023-12-22,Indiranagar,CMH Road,40861,32.57,1.50,100.00,100.00,1,131.72,18.60,69.84,67.48,103,Clear,No
2023-12-22,Koramangala,Sarjapur Road,41483,44.40,1.50,100.00,100.00,2,132.97,67.58,96.73,89.04,101,Clear,No
2023-12-22,M.G. Road,Trinity Circle,27955,39.63,1.50,100.00,100.00,1,105.91,57.70,64.28,78.01,101,Clear,No
2023-12-22,Jayanagar,Jayanagar 4th Block,17289,37.31,1.16,48.40,83.94,0,84.58,23.37,75.72,87.72,106,Overcast,No
2023-12-22,Jayanagar,South End Circle,28920,25.27,1.50,100.00,100.00,1,107.84,15.62,91.69,70.63,99,Clear,No
2023-12-22,Hebbal,Ballari Road,23756,69.82,1.39,78.20,100.00,1,97.51,50.14,97.06,98.63,110,Clear,No
2023-12-22,Yeshwanthpur,Tumkur Road,25372,28.81,1.50,77.61,100.00,1,100.74,26.15,64.95,90.40,101,Clear,No
2023-12-23,Indiranagar,100 Feet Road,11349,53.57,1.01,43.77,57.60,0,72.70,25.77,72.90,96.92,197,Fog,No
2023-12-23,Indiranagar,CMH Road,42964,33.09,1.50,100.00,100.00,3,135.93,20.28,71.00,56.61,98,Clear,Yes
2023-12-23,Koramangala,Sarjapur Road,29319,32.70,1.50,93.76,100.00,3,108.64,25.52,61.37,55.78,107,Clear,No
2023-12-23,M.G. Road,Trinity Circle,25446,29.83,1.50,91.73,100.00,2,100.89,21.00,60.28,95.90,113,Fog,No
2023-12-23,M.G. Road,Anil Kumble Circle,40189,21.62,1.50,100.00,100.00,3,130.38,29.28,66.80,71.81,98,Windy,No
2023-12-23,Jayanagar,Jayanagar 4th Block,26463,36.94,1.50,87.49,100.00,0,102.93,67.22,64.43,73.17,124,Overcast,No
2023-12-23,Jayanagar,South End Circle,34981,28.19,1.50,100.00,100.00,1,119.96,56.56,93.99,83.99,123,Clear,No
2023-12-23,Hebbal,Ballari Road,24024,32.20,1.09,88.63,100.00,2,98.05,27.96,70.78,70.31,118,Clear,No
2023-12-23,Yeshwanthpur,Yeshwanthpur Circle,18624,21.04,1.29,65.09,92.17,0,87.25,72.48,64.58,92.13,108,Overcast,Yes
2023-12-24,Indiranagar,100 Feet Road,24473,34.17,1.25,82.95,100.00,1,98.95,20.90,77.30,85.22,110,Clear,No
2023-12-24,Indiranagar,CMH Road,23905,60.21,1.24,76.41,100.00,4,97.81,40.09,99.24,94.99,99,Clear,No
2023-12-24,Whitefield,ITPL Main Road,20581,39.11,1.10,76.68,100.00,2,91.16,23.49,75.67,60.45,114,Clear,No
2023-12-24,Koramangala,Sony World Junction,41927,32.93,1.50,100.00,100.00,1,133.85,19.53,75.70,81.33,101,Clear,No
2023-12-24,Koramangala,Sarjapur Road,45458,38.35,1.50,100.00,100.00,1,140.92,77.31,98.86,94.16,96,Clear,No
2023-12-24,M.G. Road,Trinity Circle,37685,20.00,1.50,100.00,100.00,1,125.37,41.48,60.22,87.40,88,Windy,No
2023-12-24,M.G. Road,Anil Kumble Circle,46879,27.29,1.50,100.00,100.00,1,143.76,74.34,96.00,92.62,108,Fog,No
2023-12-24,Jayanagar,Jayanagar 4th Block,28077,43.89,1.50,100.00,100.00,2,106.15,23.39,99.76,89.37,86,Clear,No
2023-12-24,Hebbal,Hebbal Flyover,35241,44.63,1.50,100.00,100.00,2,120.48,70.04,89.38,86.06,104,Overcast,No
2023-12-24,Hebbal,Ballari Road,28454,34.60,1.50,90.59,100.00,6,106.91,66.17,67.73,77.47,94,Clear,No
2023-12-24,Yeshwanthpur,Tumkur Road,14897,39.46,1.19,57.54,69.50,0,79.79,44.10,99.31,86.25,202,Rain,No
2023-12-25,Indiranagar,100 Feet Road,11722,30.98,1.14,30.11,59.59,1,73.44,46.62,99.26,52.51,191,Clear,No
2023-12-25,Indiranagar,CMH Road,24467,48.05,1.26,87.07,100.00,2,98.93,27.18,79.87,82.28,103,Clear,No
2023-12-25,Whitefield,Marathahalli Bridge,27117,47.72,1.50,85.06,100.00,2,104.23,68.60,80.16,92.89,100,Clear,No
2023-12-25,Whitefield,ITPL Main Road,18397,47.82,1.06,69.81,91.77,0,86.79,12.19,98.78,53.03,94,Rain,No
2023-12-25,Koramangala,Sarjapur Road,29818,37.17,1.50,100.00,100.00,2,109.64,60.33,65.27,57.40,114,Overcast,No
2023-12-25,M.G. Road,Trinity Circle,24265,47.65,1.34,89.45,100.00,2,98.53,21.42,95.43,59.91,108,Fog,No
2023-12-25,Jayanagar,Jayanagar 4th Block,28695,28.30,1.50,88.51,100.00,1,107.39,71.63,82.01,83.11,110,Clear,No
2023-12-25,Jayanagar,South End Circle,8639,46.01,1.24,29.01,41.25,0,67.28,41.85,79.65,71.22,196,Rain,No
2023-12-25,Hebbal,Hebbal Flyover,38695,32.08,1.50,100.00,100.00,1,127.39,30.04,89.38,59.88,106,Overcast,No
2023-12-25,Hebbal,Ballari Road,31157,35.56,1.50,100.00,100.00,5,112.31,51.39,75.13,86.13,88,Clear,No
2023-12-25,Yeshwanthpur,Yeshwanthpur Circle,15625,57.11,1.08,58.14,81.93,3,81.25,40.11,71.61,50.32,111,Overcast,No
2023-12-25,Yeshwanthpur,Tumkur Road,4776,20.00,1.26,20.91,22.35,1,59.55,50.16,83.76,93.83,208,Fog,No
2023-12-26,Indiranagar,100 Feet Road,12191,40.35,1.39,42.62,60.31,0,74.38,41.84,68.54,63.98,191,Overcast,Yes
2023-12-26,Indiranagar,CMH Road,40619,20.00,1.50,100.00,100.00,2,131.24,55.01,69.41,55.82,103,Rain,No
2023-12-26,Whitefield,Marathahalli Bridge,9873,48.48,1.01,33.26,48.57,0,69.75,48.36,88.63,56.22,208,Overcast,No
2023-12-26,Koramangala,Sony World Junction,45054,31.62,1.50,100.00,100.00,0,140.11,38.06,97.01,90.10,79,Fog,No
2023-12-26,Koramangala,Sarjapur Road,13835,51.24,1.24,49.69,65.24,0,77.67,26.32,92.30,96.56,201,Clear,No
2023-12-26,Electronic City,Hosur Road,22763,34.14,1.40,66.69,100.00,0,95.53,54.66,93.68,68.18,97,Clear,No
2023-12-26,Electronic City,Silk Board Junction,6135,43.60,1.07,20.11,32.67,0,62.27,41.44,68.57,95.74,219,Clear,No
2023-12-26,M.G. Road,Trinity Circle,24624,43.14,1.07,88.95,100.00,2,99.25,63.48,91.04,88.04,89,Overcast,No
2023-12-26,M.G. Road,Anil Kumble Circle,13864,47.36,1.08,56.11,66.42,0,77.73,43.62,90.82,74.47,193,Clear,Yes
2023-12-26,Jayanagar,Jayanagar 4th Block,23962,44.56,1.13,79.89,100.00,4,97.92,61.06,77.74,71.12,91,Rain,No
2023-12-26,Jayanagar,South End Circle,17209,57.13,1.23,58.18,88.01,1,84.42,36.58,74.53,96.54,98,Clear,Yes
2023-12-26,Hebbal,Ballari Road,47867,38.83,1.50,100.00,100.00,2,145.73,50.50,68.55,91.79,91,Clear,No
2023-12-27,Indiranagar,100 Feet Road,24445,56.26,1.02,80.50,100.00,2,98.89,31.73,95.58,74.00,108,Clear,No
2023-12-27,Indiranagar,CMH Road,35320,33.22,1.50,100.00,100.00,2,120.64,70.79,90.63,84.75,115,Overcast,No
2023-12-27,Whitefield,ITPL Main Road,23540,48.22,1.08,82.32,100.00,2,97.08,32.32,88.12,83.64,118,Clear,No
2023-12-27,Koramangala,Sony World Junction,32470,50.58,1.50,100.00,100.00,4,114.94,67.01,82.93,84.46,80,Clear,No
2023-12-27,Koramangala,Sarjapur Road,40840,35.81,1.50,100.00,100.00,3,131.68,17.16,95.13,96.15,99,Clear,Yes
2023-12-27,M.G. Road,Anil Kumble Circle,26011,35.23,1.50,83.73,100.00,0,102.02,74.60,76.05,97.25,96,Overcast,No
2023-12-27,Jayanagar,Jayanagar 4th Block,39102,41.21,1.50,100.00,100.00,4,128.20,74.81,68.56,83.65,99,Clear,No
2023-12-27,Jayanagar,South End Circle,8685,36.23,1.24,25.99,39.16,1,67.37,13.91,74.09,73.20,221,Clear,No
2023-12-27,Hebbal,Hebbal Flyover,30857,51.26,1.50,99.59,100.00,0,111.71,48.68,86.75,71.17,87,Overcast,No
2023-12-27,Hebbal,Ballari Road,10880,50.72,1.22,30.18,57.47,0,71.76,57.19,69.90,77.70,193,Fog,No
2023-12-28,Indiranagar,CMH Road,22390,54.31,1.16,80.58,100.00,0,94.78,76.78,60.49,62.27,105,Overcast,No
2023-12-28,Whitefield,ITPL Main Road,15580,45.88,1.19,50.38,82.27,0,81.16,47.46,84.81,64.49,92,Clear,No
2023-12-28,Koramangala,Sony World Junction,29051,30.58,1.50,89.61,100.00,2,108.10,19.02,88.02,57.08,102,Overcast,Yes
2023-12-28,M.G. Road,Trinity Circle,44489,34.88,1.50,100.00,100.00,4,138.98,68.57,63.44,82.85,102,Clear,No
2023-12-28,M.G. Road,Anil Kumble Circle,53222,51.56,1.50,100.00,100.00,1,156.44,43.91,72.66,68.84,116,Clear,No
2023-12-28,Jayanagar,Jayanagar 4th Block,17702,50.07,1.17,61.18,87.45,1,85.40,36.98,82.89,96.44,101,Clear,No
2023-12-28,Hebbal,Hebbal Flyover,30861,42.53,1.50,100.00,100.00,3,111.72,40.33,88.79,84.87,94,Fog,No
2023-12-29,Indiranagar,100 Feet Road,39927,50.83,1.50,100.00,100.00,2,129.85,28.17,75.08,93.31,91,Clear,No
2023-12-29,Indiranagar,CMH Road,25371,38.60,1.50,87.07,100.00,1,100.74,12.47,79.74,74.82,91,Overcast,No
2023-12-29,Whitefield,ITPL Main Road,15142,55.78,1.25,58.18,74.39,1,80.28,20.44,63.11,91.24,115,Clear,No
2023-12-29,Koramangala,Sony World Junction,15409,54.28,1.27,52.93,77.65,2,80.82,28.73,71.09,60.45,113,Clear,No
2023-12-29,Koramangala,Sarjapur Road,43925,20.92,1.50,100.00,100.00,1,137.85,76.36,65.01,73.30,94,Clear,No
2023-12-29,M.G. Road,Trinity Circle,34512,31.24,1.50,100.00,100.00,0,119.02,75.30,77.44,92.99,98,Clear,Yes
2023-12-29,M.G. Road,Anil Kumble Circle,38878,30.81,1.50,100.00,100.00,3,127.76,51.90,99.07,98.79,95,Clear,No
2023-12-29,Jayanagar,South End Circle,23595,40.79,1.34,69.69,100.00,1,97.19,21.28,63.84,65.11,92,Clear,No
2023-12-30,Indiranagar,100 Feet Road,25176,27.38,1.50,84.30,100.00,0,100.35,21.86,97.06,79.32,107,Clear,No
2023-12-30,Indiranagar,CMH Road,24569,38.70,1.24,80.31,100.00,2,99.14,66.03,77.61,73.61,102,Rain,No
2023-12-30,Whitefield,Marathahalli Bridge,7533,31.69,1.04,27.70,34.92,0,65.07,69.88,82.76,56.74,178,Clear,No
2023-12-30,Koramangala,Sarjapur Road,43698,42.54,1.50,100.00,100.00,0,137.40,14.24,63.88,55.52,105,Clear,No
2023-12-30,Electronic City,Hosur Road,15093,65.69,1.29,40.97,78.42,0,80.19,29.10,77.42,89.97,100,Clear,No
2023-12-30,M.G. Road,Trinity Circle,35098,31.73,1.50,100.00,100.00,0,120.20,59.89,89.63,57.82,104,Overcast,Yes
2023-12-30,M.G. Road,Anil Kumble Circle,36857,32.40,1.50,100.00,100.00,1,123.71,21.34,83.61,73.22,95,Clear,No
2023-12-30,Jayanagar,South End Circle,17886,50.78,1.08,68.93,89.19,3,85.77,68.76,88.03,60.46,90,Overcast,No
2023-12-30,Hebbal,Hebbal Flyover,31295,20.40,1.50,100.00,100.00,2,112.59,17.87,65.94,87.85,108,Clear,Yes
2023-12-30,Yeshwanthpur,Yeshwanthpur Circle,14496,39.83,1.29,57.49,75.91,0,78.99,66.95,98.69,76.29,184,Overcast,No
2023-12-31,Indiranagar,100 Feet Road,33554,53.19,1.50,100.00,100.00,0,117.11,19.27,82.43,76.80,122,Rain,No
2023-12-31,Indiranagar,CMH Road,24033,52.26,1.39,88.01,100.00,1,98.07,45.63,95.88,75.07,109,Clear,No
2023-12-31,Whitefield,Marathahalli Bridge,28848,35.93,1.50,97.65,100.00,2,107.70,24.39,63.65,68.92,107,Clear,No
2023-12-31,Whitefield,ITPL Main Road,23576,60.89,1.32,80.78,100.00,1,97.15,26.86,76.99,68.95,94,Clear,No
2023-12-31,Koramangala,Sony World Junction,16132,35.22,1.15,47.66,79.53,1,82.26,58.69,65.43,99.00,98,Clear,No
2023-12-31,Koramangala,Sarjapur Road,44701,33.24,1.50,100.00,100.00,2,139.40,40.42,76.90,51.78,120,Clear,No
2023-12-31,M.G. Road,Trinity Circle,41703,25.59,1.50,100.00,100.00,3,133.41,62.85,63.24,55.23,89,Clear,No
2023-12-31,M.G. Road,Anil Kumble Circle,39454,41.91,1.50,100.00,100.00,3,128.91,30.88,79.23,83.10,100,Clear,No
2023-12-31,Jayanagar,Jayanagar 4th Block,26134,20.00,1.50,77.26,100.00,1,102.27,23.47,62.89,53.95,101,Clear,No
2023-12-31,Jayanagar,South End Circle,17394,31.82,1.12,64.64,83.74,1,84.79,28.75,89.60,54.44,116,Clear,No
2023-12-31,Yeshwanthpur,Yeshwanthpur Circle,28346,42.44,1.50,90.79,100.00,2,106.69,20.45,73.09,65.08,107,Clear,No
2024-01-01,Indiranagar,CMH Road,11091,33.02,1.25,44.32,60.10,0,72.18,69.76,63.80,78.18,194,Clear,No
2024-01-01,Koramangala,Sony World Junction,41919,35.30,1.50,100.00,100.00,2,133.84,29.15,92.98,65.29,111,Clear,No
2024-01-01,Koramangala,Sarjapur Road,30067,44.58,1.50,92.39,100.00,1,110.13,63.53,64.66,55.15,102,Rain,Yes
2024-01-01,M.G. Road,Trinity Circle,40243,34.06,1.50,100.00,100.00,2,130.49,29.93,67.02,82.02,99,Clear,No
2024-01-01,M.G. Road,Anil Kumble Circle,27620,38.40,1.50,89.02,100.00,2,105.24,12.75,89.59,76.14,89,Clear,No
2024-01-01,Jayanagar,South End Circle,18866,49.17,1.09,60.12,98.45,1,87.73,67.43,80.63,53.21,101,Clear,No
2024-01-01,Hebbal,Hebbal Flyover,9570,44.09,1.13,29.85,45.00,1,69.14,52.70,71.16,89.79,208,Clear,No
2024-01-01,Hebbal,Ballari Road,26650,37.52,1.50,97.50,100.00,2,103.30,35.91,92.15,98.84,99,Fog,No
2024-01-02,Indiranagar,100 Feet Road,35552,53.35,1.50,100.00,100.00,2,121.10,62.36,66.91,69.40,100,Clear,No
2024-01-02,Indiranagar,CMH Road,50801,41.97,1.50,100.00,100.00,1,151.60,41.04,98.54,80.36,113,Clear,No
2024-01-02,Whitefield,Marathahalli Bridge,19548,50.73,1.17,72.49,98.58,2,89.10,12.83,63.00,98.19,101,Clear,No
2024-01-02,Koramangala,Sony World Junction,44801,27.45,1.50,100.00,100.00,1,139.60,79.17,64.66,82.27,107,Rain,No
2024-01-02,Koramangala,Sarjapur Road,50282,45.30,1.50,100.00,100.00,2,150.56,18.84,63.00,73.20,104,Clear,No
2024-01-02,Electronic City,Hosur Road,13585,31.36,1.35,38.92,65.19,2,77.17,32.41,74.45,58.50,200,Clear,No
2024-01-02,Electronic City,Silk Board Junction,14978,55.96,1.31,58.11,75.07,1,79.96,23.69,70.27,79.51,188,Clear,Yes
2024-01-02,M.G. Road,Anil Kumble Circle,13610,51.33,1.30,38.37,72.92,1,77.22,57.60,75.36,78.53,193,Clear,No
2024-01-02,Jayanagar,South End Circle,34913,30.55,1.50,100.00,100.00,2,119.83,37.30,75.21,78.81,105,Overcast,No
2024-01-02,Hebbal,Hebbal Flyover,20195,49.43,1.20,62.26,100.00,0,90.39,38.01,94.66,71.60,111,Clear,No
2024-01-03,Indiranagar,100 Feet Road,38200,20.34,1.50,100.00,100.00,2,126.40,29.29,92.16,92.70,91,Overcast,Yes
2024-01-03,Indiranagar,CMH Road,37328,26.57,1.50,100.00,100.00,0,124.66,70.67,84.03,80.96,112,Clear,No
2024-01-03,Whitefield,Marathahalli Bridge,22653,56.61,1.39,67.25,100.00,1,95.31,28.63,98.22,66.95,101,Clear,No
2024-01-03,Whitefield,ITPL Main Road,14278,50.39,1.02,51.99,76.02,0,78.56,35.45,61.24,78.53,193,Windy,Yes
2024-01-03,Koramangala,Sony World Junction,49680,41.40,1.50,100.00,100.00,0,149.36,38.00,92.22,79.54,88,Rain,No
2024-01-03,Electronic City,Silk Board Junction,28182,36.86,1.50,99.80,100.00,3,106.36,41.56,93.35,61.75,108,Rain,No
2024-01-03,M.G. Road,Trinity Circle,26883,36.49,1.50,92.21,100.00,1,103.77,15.42,82.09,92.78,97,Clear,No
2024-01-03,M.G. Road,Anil Kumble Circle,35067,20.00,1.50,100.00,100.00,1,120.13,48.32,60.73,80.36,96,Overcast,No
2024-01-03,Jayanagar,South End Circle,16769,39.65,1.27,59.04,83.76,0,83.54,49.71,80.37,78.44,98,Clear,No
2024-01-03,Hebbal,Hebbal Flyover,25757,44.41,1.50,86.53,100.00,3,101.51,21.93,72.95,98.16,96,Clear,No
2024-01-03,Hebbal,Ballari Road,40403,29.07,1.50,100.00,100.00,2,130.81,13.26,83.03,80.17,103,Clear,No
2024-01-03,Yeshwanthpur,Yeshwanthpur Circle,14959,43.21,1.10,41.56,73.91,0,79.92,30.35,78.12,90.77,216,Overcast,No
2024-01-03,Yeshwanthpur,Tumkur Road,14243,47.00,1.31,51.21,66.35,0,78.49,71.09,79.26,87.14,187,Overcast,No
2024-01-04,Indiranagar,100 Feet Road,28297,42.80,1.50,100.00,100.00,1,106.59,19.55,65.23,99.33,110,Clear,No
2024-01-04,Indiranagar,CMH Road,13109,42.89,1.04,34.97,67.03,1,76.22,73.50,87.28,73.84,213,Clear,No
2024-01-04,Whitefield,Marathahalli Bridge,35843,32.23,1.50,100.00,100.00,0,121.69,77.79,68.44,69.11,84,Overcast,No
2024-01-04,Whitefield,ITPL Main Road,33348,41.70,1.50,100.00,100.00,2,116.70,10.21,94.53,72.28,103,Windy,No
2024-01-04,Electronic City,Silk Board Junction,21261,40.00,1.39,65.14,100.00,1,92.52,20.02,72.76,58.38,114,Fog,No
2024-01-04,M.G. Road,Trinity Circle,44676,34.93,1.50,100.00,100.00,3,139.35,52.01,78.58,59.51,100,Rain,No
2024-01-04,M.G. Road,Anil Kumble Circle,53812,24.12,1.50,100.00,100.00,1,157.62,42.08,93.54,77.57,102,Clear,No
2024-01-04,Jayanagar,South End Circle,34150,51.16,1.50,100.00,100.00,2,118.30,77.48,72.98,59.61,101,Fog,No
2024-01-04,Yeshwanthpur,Tumkur Road,19670,59.25,1.06,72.33,99.75,0,89.34,68.16,81.43,81.21,102,Clear,No
2024-01-05,Indiranagar,100 Feet Road,46067,36.22,1.50,100.00,100.00,1,142.13,76.04,66.22,91.65,103,Fog,No
2024-01-05,Indiranagar,CMH Road,50340,42.01,1.50,100.00,100.00,0,150.68,17.38,72.28,62.86,99,Clear,No
2024-01-05,Whitefield,Marathahalli Bridge,13639,28.67,1.15,35.71,72.57,1,77.28,34.56,77.70,60.84,224,Overcast,No
2024-01-05,Whitefield,ITPL Main Road,23645,38.38,1.32,83.77,100.00,1,97.29,42.21,79.22,81.22,84,Fog,No
2024-01-05,Koramangala,Sony World Junction,58859,20.00,1.50,100.00,100.00,3,167.72,39.77,66.60,71.33,104,Clear,No
2024-01-05,M.G. Road,Trinity Circle,40711,42.23,1.50,100.00,100.00,2,131.42,54.95,83.74,75.97,95,Clear,No
2024-01-05,Hebbal,Hebbal Flyover,18866,48.92,1.27,59.46,91.69,0,87.73,16.30,87.76,70.36,103,Clear,No
2024-01-05,Yeshwanthpur,Tumkur Road,22899,63.82,1.30,73.84,100.00,3,95.80,49.72,82.32,53.93,116,Fog,No
2024-01-06,Indiranagar,100 Feet Road,24279,35.16,1.31,79.07,100.00,1,98.56,58.67,88.96,77.91,116,Fog,No
2024-01-06,Indiranagar,CMH Road,57134,39.65,1.50,100.00,100.00,2,164.27,23.31,79.24,67.36,87,Fog,No
2024-01-06,Whitefield,ITPL Main Road,25505,20.00,1.50,87.44,100.00,0,101.01,46.45,78.05,88.57,116,Fog,No
2024-01-06,Koramangala,Sony World Junction,46739,31.66,1.50,100.00,100.00,2,143.48,37.36,79.51,63.85,94,Fog,Yes
2024-01-06,Koramangala,Sarjapur Road,32901,32.39,1.50,100.00,100.00,3,115.80,28.10,94.78,83.70,92,Fog,No
2024-01-06,Electronic City,Hosur Road,9122,41.60,1.02,27.07,45.63,2,68.24,42.84,94.65,52.54,199,Overcast,No
2024-01-06,Electronic City,Silk Board Junction,14413,69.73,1.11,39.58,76.25,3,78.83,32.51,79.10,70.32,239,Clear,No
2024-01-06,M.G. Road,Trinity Circle,38906,49.85,1.50,100.00,100.00,5,127.81,53.10,84.01,78.44,110,Clear,Yes
2024-01-06,M.G. Road,Anil Kumble Circle,23130,33.79,1.37,73.88,100.00,0,96.26,25.14,63.58,89.69,105,Clear,No
2024-01-06,Jayanagar,Jayanagar 4th Block,36013,33.89,1.50,100.00,100.00,2,122.03,30.29,84.38,50.54,105,Fog,No
2024-01-06,Jayanagar,South End Circle,35396,33.73,1.50,100.00,100.00,3,120.79,20.84,69.13,73.89,104,Fog,No
2024-01-06,Yeshwanthpur,Yeshwanthpur Circle,28102,36.91,1.50,98.88,100.00,3,106.20,69.08,68.10,83.90,92,Clear,No
2024-01-07,Indiranagar,100 Feet Road,39251,53.71,1.50,100.00,100.00,2,128.50,56.22,85.20,54.32,79,Clear,No
2024-01-07,Indiranagar,CMH Road,22276,46.96,1.07,73.31,100.00,4,94.55,66.78,61.79,93.21,100,Fog,No
2024-01-07,Whitefield,Marathahalli Bridge,27456,51.31,1.50,86.22,100.00,1,104.91,14.23,69.83,86.20,92,Rain,No
2024-01-07,Koramangala,Sony World Junction,29919,32.21,1.50,97.07,100.00,0,109.84,64.68,88.44,66.71,104,Clear,No
2024-01-07,Koramangala,Sarjapur Road,33040,29.36,1.50,100.00,100.00,1,116.08,47.99,69.30,60.12,88,Clear,No
2024-01-07,Electronic City,Hosur Road,27091,20.00,1.50,90.31,100.00,1,104.18,33.61,85.36,79.59,112,Clear,No
2024-01-07,M.G. Road,Trinity Circle,25562,43.57,1.50,82.33,100.00,1,101.12,47.39,75.15,57.56,105,Rain,No
2024-01-07,M.G. Road,Anil Kumble Circle,14019,40.71,1.32,39.98,71.85,3,78.04,78.22,88.75,84.76,224,Clear,No
2024-01-07,Jayanagar,Jayanagar 4th Block,21505,42.04,1.29,79.99,100.00,2,93.01,66.99,68.82,50.36,93,Fog,No
2024-01-07,Jayanagar,South End Circle,9369,31.41,1.33,27.05,49.86,0,68.74,50.27,71.27,78.80,187,Clear,No
2024-01-08,Indiranagar,100 Feet Road,35900,32.90,1.50,100.00,100.00,0,121.80,35.01,69.15,81.90,96,Fog,No
2024-01-08,Indiranagar,CMH Road,22508,48.50,1.26,79.56,100.00,3,95.02,28.81,98.28,94.56,93,Clear,No
2024-01-08,Whitefield,Marathahalli Bridge,6716,42.70,1.15,29.70,29.80,0,63.43,77.60,71.74,93.07,202,Clear,No
2024-01-08,Whitefield,ITPL Main Road,26806,33.02,1.50,97.67,100.00,2,103.61,62.89,63.56,59.12,98,Clear,No
2024-01-08,Koramangala,Sony World Junction,58148,33.91,1.50,100.00,100.00,1,166.30,76.19,95.93,97.00,114,Fog,No
2024-01-08,Koramangala,Sarjapur Road,43798,32.33,1.50,100.00,100.00,1,137.60,40.86,96.97,55.75,99,Clear,No
2024-01-08,Electronic City,Hosur Road,16942,34.06,1.01,63.32,81.05,0,83.88,42.08,60.78,96.05,97,Overcast,No
2024-01-08,Electronic City,Silk Board Junction,23663,31.22,1.12,80.84,100.00,2,97.33,34.55,84.84,99.53,93,Overcast,No
2024-01-08,M.G. Road,Anil Kumble Circle,28006,20.00,1.50,84.88,100.00,0,106.01,56.05,73.76,98.53,85,Clear,No
2024-01-08,Hebbal,Hebbal Flyover,33028,25.70,1.50,100.00,100.00,0,116.06,29.62,72.08,72.38,114,Fog,No
2024-01-08,Hebbal,Ballari Road,27498,39.70,1.50,82.47,100.00,2,105.00,14.46,92.05,64.59,98,Overcast,No
2024-01-08,Yeshwanthpur,Yeshwanthpur Circle,5305,49.29,1.12,25.33,28.89,0,60.61,55.31,67.66,83.37,172,Overcast,No
2024-01-08,Yeshwanthpur,Tumkur Road,17320,35.07,1.00,52.77,90.54,0,84.64,54.33,84.55,61.28,108,Fog,Yes
2024-01-09,Indiranagar,100 Feet Road,29282,20.76,1.50,100.00,100.00,2,108.56,15.01,83.19,83.31,94,Clear,No
2024-01-09,Indiranagar,CMH Road,22177,60.76,1.09,74.24,100.00,2,94.35,36.67,97.94,50.63,86,Clear,No
2024-01-09,Whitefield,Marathahalli Bridge,30360,40.20,1.50,98.55,100.00,2,110.72,50.43,70.31,69.22,99,Clear,No
2024-01-09,Koramangala,Sony World Junction,57834,38.45,1.50,100.00,100.00,0,165.67,13.43,88.75,66.36,90,Windy,No
2024-01-09,Koramangala,Sarjapur Road,15574,32.16,1.04,45.35,77.18,1,81.15,61.32,63.70,58.07,110,Clear,No
2024-01-09,Electronic City,Hosur Road,20151,66.70,1.40,69.03,97.97,0,90.30,32.77,86.62,51.97,93,Fog,No
2024-01-09,M.G. Road,Trinity Circle,41636,36.89,1.50,100.00,100.00,4,133.27,72.43,79.12,67.53,94,Overcast,No
2024-01-09,M.G. Road,Anil Kumble Circle,57031,37.22,1.50,100.00,100.00,4,164.06,19.05,69.38,68.46,104,Overcast,No
2024-01-09,Jayanagar,Jayanagar 4th Block,32697,24.48,1.50,100.00,100.00,1,115.39,12.64,91.24,56.07,89,Windy,No
2024-01-09,Jayanagar,South End Circle,41906,45.29,1.50,100.00,100.00,4,133.81,18.00,80.31,86.44,108,Fog,No
2024-01-09,Yeshwanthpur,Yeshwanthpur Circle,21551,45.20,1.30,78.59,100.00,2,93.10,17.80,68.58,94.17,109,Fog,No
2024-01-10,Indiranagar,100 Feet Road,23833,38.93,1.12,88.79,100.00,1,97.67,16.58,68.62,69.61,122,Clear,No
2024-01-10,Electronic City,Hosur Road,19872,43.82,1.31,72.30,95.45,2,89.74,65.73,68.82,58.97,112,Rain,Yes
2024-01-10,M.G. Road,Trinity Circle,27621,55.78,1.50,89.61,100.00,2,105.24,77.56,67.84,86.07,102,Overcast,Yes
2024-01-10,M.G. Road,Anil Kumble Circle,44888,30.21,1.50,100.00,100.00,0,139.78,77.40,66.48,70.72,106,Clear,No
2024-01-10,Jayanagar,Jayanagar 4th Block,17566,47.60,1.26,65.66,89.03,0,85.13,55.47,82.71,76.40,94,Clear,No
2024-01-10,Jayanagar,South End Circle,9718,39.93,1.10,31.83,49.24,0,69.44,48.04,98.22,59.21,221,Fog,No
